Frame,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
93,5.769322,5.792843,1.143898,-2.726899,7.348542,-0.6325304,-0.9286736,0.6048737,3.955878,21.07455,4.778679,0.2622087,-0.442371,-1.583925,0.1098932,-1.777549,1.562741,3.238789,1.853908,-0.9229466,0.7284026,0.588958,16.16782,1.984759,3.461217
94,8.799367,3.807209,1.5044,-3.268806,5.855324,-1.212087,-1.156606,1.484284,2.869831,21.8052,3.9418,1.595322,-0.5559473,-0.40021,0.6592895,-0.8764486,2.254307,2.134757,2.354758,-1.412537,1.694859,0.9212347,15.42839,0.3739667,2.001045
95,7.137666,4.57255,2.142753,-3.624501,5.740914,-1.679597,-0.6477263,3.183548,3.418686,21.94535,3.881388,1.33391,-1.075428,-0.06689812,-0.01216502,-0.9006935,2.755436,3.013032,0.9564504,-0.5549548,1.203739,-0.1367897,15.36598,-0.7665052,3.231442
96,7.483878,6.189966,0.3648979,-1.625725,6.825045,-0.6044998,-0.2627138,1.525347,4.088871,23.03595,5.200861,0.5361966,-0.3768656,-0.8872172,2.14231,1.554562,1.9271,2.754899,2.034771,-1.434415,2.167131,-1.214366,13.72019,-1.796926,2.5913
97,8.09717,9.506841,0.6300044,-4.074314,8.816486,0.4990487,-1.603309,1.945442,4.27864,23.35989,5.604061,-1.507237,-1.057792,-0.8715327,-0.9316438,0.3901705,3.312694,0.8601854,1.193378,-0.4076904,0.5624031,-0.2226352,14.9785,-0.8864115,2.456244
98,6.516244,6.81946,-0.0971252,-3.417458,8.324937,0.4222143,-3.12613,1.160648,4.077339,24.38428,4.389654,-1.496934,-0.3904057,-2.399332,-0.2969779,0.07878979,2.57231,0.8163092,2.444152,-1.545586,0.203731,1.161884,14.79478,-1.739451,2.554251
99,9.479985,6.193084,0.6522481,-2.307197,8.298178,-0.5283166,-2.40286,2.567757,4.422843,23.54645,3.699207,-1.40378,0.8109456,-2.702899,-0.717569,-0.6991557,5.017407,0.3979209,-0.4168384,-1.400299,-0.1570901,-1.18256,13.75478,-1.35717,0.8628288
100,7.214032,7.730698,0.5026826,-5.709877,8.611574,0.3946117,-1.284115,1.147776,5.145779,24.07275,4.139905,-1.038768,-1.108005,-0.7458844,0.401474,-0.7387013,11.41605,0.9166119,2.345767,-1.602695,-0.4538485,-0.2096693,8.953669,-2.737898,2.603502
101,8.442822,8.456715,0.4248275,-1.45419,7.263777,1.940632,-0.2647497,-0.8285453,3.870324,23.69129,3.64587,-2.296662,-0.3035969,-1.116261,0.6535627,0.009229644,7.28126,3.113323,1.25519,-1.892524,0.6841863,1.95307,13.91433,0.2195166,4.024066
102,6.809824,8.509768,-0.7568488,-0.2969341,7.320248,1.285039,-0.506769,-1.768591,5.057749,22.95817,3.947989,-2.058208,-2.527201,-0.2200303,0.3022428,-2.096684,5.797437,4.548666,1.877686,-2.398345,1.943393,2.932379,10.30976,1.862178,2.764727
103,7.127828,8.881145,0.4719758,-2.799375,10.27814,-0.02622986,-0.5315853,0.1941222,3.786074,23.22146,3.633574,-2.217899,-1.833334,-2.819365,-0.682969,-0.8443192,7.919378,2.365655,0.2513441,0.1993197,-0.5323424,1.027074,11.35966,-1.085837,2.73193
104,6.075637,8.018126,0.2242847,0.5188624,9.085779,3.705435,0.1458432,-2.63898,4.4097,23.8677,1.903906,-2.310107,-1.138615,-1.272817,-1.224465,-0.7409235,6.868426,5.957465,1.537838,-1.760128,1.181626,0.8466933,9.372536,-2.116561,3.428741
105,9.622778,6.484656,0.3795021,0.3631531,7.78769,-0.2266958,-0.9713807,-0.195172,3.299407,24.14314,2.531766,-1.925074,-0.6790251,-1.759481,1.712977,-1.515312,5.979318,2.557008,1.930489,-1.447353,2.415413,-1.221106,10.53474,-2.70169,0.7563025
106,8.292728,7.443833,0.5182379,-2.46127,7.032917,0.439767,-1.284464,1.409815,4.557318,24.59423,2.995336,-1.522533,-0.3700108,-0.1614278,-0.7830515,0.1269798,5.668074,1.469527,-1.030028,-2.814309,0.04296532,-0.6903865,9.167384,-3.596734,1.83876
107,7.322545,5.971268,0.5344383,-2.649638,9.792214,1.292966,-0.8970236,-1.178255,5.479604,23.81261,3.48358,-2.728325,-1.70626,-3.091009,-0.8924319,-1.692466,5.401937,2.68945,-0.2559929,-3.294883,0.3671176,0.3684085,8.269639,-3.230222,4.817026
108,7.339804,5.998689,0.004172144,-1.520183,7.746131,2.104409,0.4030047,-1.056782,3.787617,24.18399,1.286834,-3.812569,-0.05293517,-2.579817,-2.041855,-1.821291,3.258138,4.762822,0.4384586,-3.075307,0.5552133,1.350467,7.151014,-1.912528,3.756228
109,6.889365,10.58492,-1.177971,0.07349581,6.78368,2.510806,-2.183697,0.8310193,4.44956,24.25933,2.13123,-1.773283,0.01245477,0.679606,1.924446,-1.502255,3.139455,4.834491,2.557526,-2.195615,1.875363,0.869441,5.306899,-1.350428,4.145396
110,6.20948,13.29066,-1.16089,-2.678299,8.595312,-0.009358546,-0.7031303,1.043608,2.545976,25.47875,-1.333044,-0.9784495,-1.028027,-0.1650369,-0.8057047,-1.588769,3.938017,1.337319,-0.7322701,-0.6307195,0.817317,-0.8168199,6.779507,-2.613463,1.97003
111,8.315285,12.71358,1.141551,-2.243683,10.25474,1.498487,-1.432628,-1.231509,5.440768,25.29435,2.218871,-2.559378,-1.258849,-2.793305,-0.463952,-2.584037,2.46019,2.770622,1.168977,-1.005888,1.805694,-0.1545383,5.911373,-3.345683,2.972095
112,7.717465,13.6794,0.8579453,-2.359594,9.051437,0.7110958,-0.526473,1.743868,4.019872,25.33887,0.6013628,-3.166352,-1.531297,-1.944833,0.6356325,-0.3117604,3.177453,2.746453,2.320431,-1.820359,0.8414412,-0.3806022,6.310077,-3.020977,1.360389
113,7.166781,14.62872,-0.2067517,-0.08792035,8.577118,0.8901973,0.005973822,1.945352,3.7383,23.33717,-0.4053995,-1.077346,-0.4486,-1.588341,-1.058017,-0.8112743,5.298417,1.946076,1.826555,-2.481361,-0.5796008,-1.483011,6.584737,-1.938682,2.077703
114,6.842218,11.8225,1.098292,-3.158016,8.707805,-0.9039637,-4.12982,2.58807,4.077489,24.39042,0.3573832,-1.705796,-1.237516,-1.577984,-0.06077975,-3.326404,4.790871,-0.5766518,0.2499559,-1.231156,-0.6825003,-0.9904088,6.88495,-1.662483,0.1111755
115,7.788662,10.04256,0.1822783,-2.769368,8.260674,-0.4965091,-2.59946,2.90749,4.867391,21.75801,1.617669,-1.186503,-0.787672,-1.866886,-0.1987896,-2.715327,5.729177,0.0103959,1.54291,-2.486745,-0.523692,-1.022702,8.331331,-2.686381,1.153233
116,8.237514,11.22444,-1.23657,-2.995538,8.75668,-0.9275467,-2.442115,2.813291,5.940751,22.98374,3.206729,-2.767836,-1.937763,-1.977727,0.7144654,-1.175843,4.352387,0.6885667,2.577141,-2.166016,-1.617144,0.6469032,11.04257,-4.583228,1.016132
117,8.237995,10.88576,-0.03151526,-1.3875,8.324275,1.130799,-2.059933,3.141614,4.248287,23.7386,2.440509,-3.126809,-0.8224851,-2.856527,-2.204077,-2.304946,2.889837,2.637041,0.4148203,-3.108543,-0.6255615,1.722949,15.89202,-2.387387,1.201931
118,7.461057,10.60616,-1.091823,-2.023785,6.800756,1.193293,-0.4024352,0.8487282,5.58885,24.70686,1.91492,-1.121706,-2.451693,-0.3532326,-0.7427362,-1.451932,3.918095,3.25757,1.60064,-0.943615,0.5560929,-0.006836926,22.8603,-0.7603886,1.366643
119,8.631781,8.343562,-1.411212,-0.1244505,3.560117,3.943728,-0.5034875,-1.600212,3.783633,21.08639,0.9524961,-0.9139931,0.5428697,0.947067,0.5574138,0.7511768,2.786817,6.855183,1.670442,0.1102127,0.966099,1.032757,28.40715,-1.308397,4.739629
120,6.020813,9.938775,-1.147933,-3.047256,5.203043,2.40133,-1.381647,0.9828428,3.313168,23.71396,1.176656,-0.005810568,-1.009904,2.042835,1.99617,-0.6367548,2.834726,4.807485,3.887872,0.08051074,-0.1000882,1.147572,32.17179,-2.716252,3.27475
121,8.050975,8.567418,-1.196263,-2.127602,6.633744,1.376134,0.7577107,-0.2322146,5.708834,24.50431,1.655727,-2.664786,0.461182,-0.4485855,-0.6769288,-1.766579,2.884923,2.505936,1.00033,-2.471353,0.1522924,0.933195,35.8265,-1.565414,2.092699
122,8.374649,7.755953,-0.9899182,-2.119621,5.822046,1.158363,-1.519817,0.4994393,4.311902,23.99205,3.777573,-1.382508,-0.3144735,0.7317103,-1.485815,-0.7037972,2.46535,3.143502,1.432202,0.4222555,-0.191497,-2.034119,38.19029,-1.694031,1.074787
123,8.508595,8.311027,-1.08269,-1.854055,4.698675,1.581379,-2.072403,-0.4765631,3.391135,21.86135,2.369172,-1.028341,-0.03280096,2.197871,0.2228495,-0.3630025,2.301383,2.594888,2.405285,-1.963384,1.049615,-0.6738812,39.55993,0.3318191,3.919247
124,5.677463,7.389475,-0.9484364,0.06836951,5.829992,1.07187,-1.180698,-0.5112178,2.820112,23.26026,1.649231,-2.231541,-2.979846,-0.1290274,1.427691,0.04215893,2.83651,5.823386,2.56535,-0.8791493,-0.01554112,1.81898,41.37131,-1.25371,4.545041
125,7.407131,8.804749,-1.842439,-1.682302,4.531273,-0.9779534,0.173841,1.260183,3.93331,23.75104,2.85139,-1.878897,0.1370165,0.589657,-1.40333,0.5972293,3.328372,2.718537,1.429935,-2.282904,-0.1349777,0.513033,38.56198,-1.236734,2.077625
126,8.717636,7.770554,-0.1690473,-1.843146,3.952776,0.4478964,-0.2267242,-1.712875,4.86674,22.66663,3.626348,-1.021624,2.22097,-0.0656025,-1.359005,-2.400465,2.881942,4.18628,1.868649,-1.109139,0.6799754,1.360364,39.22619,-2.451466,3.530613
127,8.902773,6.209367,-0.8627135,-2.744159,7.172973,-0.09078477,-2.039606,2.256245,2.995986,23.5308,2.706716,-2.879611,0.9561488,-0.9009514,-0.7959222,0.5421802,4.175959,2.881998,0.3605551,-3.378287,0.570983,-0.7798023,35.50024,-1.563203,1.878817
128,8.290185,8.036671,-2.295661,-2.288329,6.981181,1.391961,-0.333239,0.5718651,4.003525,24.01429,5.789607,-0.4744974,0.6154819,0.3961706,-0.669637,-1.424319,2.489489,2.673434,1.245361,-1.688215,1.5671,-0.269605,33.50448,-2.93969,2.242222
129,8.824485,6.299392,-0.3884927,-3.526872,6.375263,-0.811218,-2.321949,0.8575181,3.982183,23.23218,9.023404,-1.936945,0.3604257,-1.078779,-0.8295795,-1.587398,2.837697,1.072297,-0.7995692,-3.918959,1.199679,-1.580055,32.73452,-2.795135,1.074009
130,9.928078,5.68935,-1.197858,-0.9520219,6.78826,-1.003729,-2.288525,2.469544,6.807599,24.47234,8.400764,-0.5625006,0.5309613,-1.166661,-0.02608848,-1.1997,3.138709,0.4381565,1.143551,-2.647461,2.741091,-0.08214653,32.94664,-3.156479,1.944543
131,7.964104,9.802508,-0.3029705,-2.662964,9.536151,1.693485,-1.13813,0.8190051,4.643361,24.62485,7.295878,-1.774672,0.7551922,0.5586711,0.617079,-2.354969,4.142674,2.039477,0.5457972,-1.053698,1.435827,1.86737,30.36882,0.1463186,1.282
132,7.838038,13.71743,-0.4429847,-1.897833,8.421802,1.927499,0.6037852,-0.8888528,6.181392,24.61638,6.684878,-0.7499579,-1.082601,1.848702,0.0415051,-0.8879381,3.007367,3.16387,1.56557,-1.237732,-0.785448,-0.724263,28.7998,-3.032165,3.484533
133,7.352113,15.13059,-0.02288758,-3.31455,11.91714,0.6295154,0.08301285,2.624341,4.423735,24.55724,4.899625,-1.928101,-0.4581284,-1.583942,1.30548,-1.254427,4.4168,1.873242,2.172648,-1.219526,1.483055,1.402788,26.54274,-2.146461,2.213789
134,8.343339,16.53013,-0.9725283,-2.043687,11.16626,0.5537086,-1.39207,2.153454,4.891178,24.509,3.141433,-1.113202,-0.5054121,-0.9342292,0.3276573,-1.303486,4.405793,2.126473,2.190036,-0.8076296,0.3564595,-1.015211,24.98959,-3.765158,1.735871
135,9.843272,13.95795,-1.317431,-2.28849,9.411461,2.66273,-0.02142909,1.204645,3.948885,24.49415,3.203704,-0.9054471,-0.5898417,-0.8612093,-1.275339,-2.949292,3.991236,3.347208,0.8321498,-1.119323,0.6082715,1.98456,24.16624,-1.273554,2.874661
136,7.702964,14.25795,-2.139147,-3.855395,9.399476,-0.3906189,-2.025589,0.5033878,3.186938,25.01445,3.144662,0.4758798,-0.721544,0.2758348,-1.061742,-3.808264,4.634896,0.7637225,1.931289,-3.513067,1.656565,0.5508116,21.5939,-2.288916,2.907892
137,9.243401,14.3646,-1.505311,-0.4833159,8.523733,1.277178,-1.562239,1.747552,4.669054,25.11292,2.902661,-1.865516,-0.7470094,0.9682235,0.6189422,-2.756997,5.24239,2.59479,1.414503,-1.124341,-0.438547,1.012389,21.92571,-0.4008318,1.837125
138,11.48854,11.47521,-0.2233892,-0.1175165,6.086472,1.054051,-0.2979339,0.2605619,3.614331,26.3216,2.976261,-1.944477,-0.06647405,1.763577,0.07322101,-3.333977,3.373844,3.44322,1.56782,-1.867713,2.296191,1.759898,18.82706,-2.621715,2.533799
139,10.36049,12.32351,0.6439396,-1.451396,6.603768,-1.015215,-2.573114,0.1526435,2.356129,25.63639,1.695856,-1.068875,0.1621872,1.905497,-0.001536972,-2.51498,3.184886,2.134289,0.7349828,-3.267072,-2.531157,-2.168754,20.29008,-4.570701,4.145623
140,10.35393,11.76811,-0.1794905,-2.312934,5.031028,1.813891,-1.593027,-0.8632837,2.896143,23.73289,3.776155,-1.901891,1.589577,2.713048,0.4206142,-0.6338917,3.698597,3.41621,2.458229,-3.274863,0.8579324,0.3367811,19.65383,-1.890753,2.598481
141,9.372071,12.43321,-2.627833,-1.133114,8.542397,1.067125,-2.627551,1.436006,3.841314,25.67917,3.854897,-0.8555987,0.5952842,2.098508,-0.4396133,-2.260467,3.722628,1.114312,0.6788752,-2.327432,-0.1967048,-1.010788,19.12764,-2.850471,2.390702
142,8.486719,9.060504,-0.6274605,-3.378221,6.104448,1.656268,-1.368805,0.0135854,4.414925,25.78647,4.137071,-1.889048,-0.2907697,-0.8214905,-1.663128,-3.213563,5.875918,2.568029,-0.143416,-3.068874,0.07172302,0.2406783,18.09816,-0.4289843,2.244683
143,9.209199,8.476328,-0.2079475,-1.669067,7.538772,-0.4805503,0.337651,0.01292818,4.147749,25.02095,3.841641,-1.347348,-0.5083924,0.211766,-0.5486719,-3.277777,6.496026,2.728184,0.5144523,-2.464512,-0.2223638,-1.302864,17.65271,-1.286771,2.018353
144,7.25412,7.40295,-1.288029,-2.484881,7.487867,0.2093343,-1.116283,1.817868,3.664931,26.30516,3.35096,-2.081752,-0.2291833,-0.3540504,-0.4975904,-3.554407,4.728986,1.714383,0.1342354,-2.933871,0.6293893,-0.5469869,17.71793,-1.806437,1.837817
145,9.96164,7.170158,-2.523075,-1.795431,6.911583,2.07028,1.375659,0.5399432,5.307788,25.50058,2.144498,-1.991877,-0.2564701,3.223636,-1.37622,-2.30852,4.794133,1.471818,1.508336,-2.050108,-1.581399,-1.147487,16.49572,-2.202946,1.200517
146,11.01828,7.32915,0.714344,-3.296605,7.990469,0.9446512,-1.183947,0.8053455,3.946273,24.57434,-0.3703457,-1.660476,-0.3313169,3.303277,0.7429875,-1.029298,3.553954,1.166471,-0.08176227,-1.151623,1.778727,1.735502,15.81881,-3.097261,0.276294
147,9.327598,5.398586,0.1236043,-5.768004,5.447948,0.8996966,0.07414825,2.669687,4.348592,25.75863,-0.9303875,-1.382706,0.5770491,0.001886225,-0.5163169,-1.488189,4.507026,3.173685,1.489818,-0.1828502,-0.1808134,0.1757518,16.62239,-2.112966,1.847219
148,8.847598,6.045013,-1.665525,-3.78472,5.159138,-0.04814715,-1.637769,0.3489885,2.667474,25.76291,1.425899,-2.176682,1.317016,0.3313839,-1.284525,-1.092381,4.922262,0.8630663,-1.022073,-0.6215381,-1.037406,0.6696009,15.52874,-1.899801,1.074064
149,10.14559,5.25211,-2.236393,-3.401545,7.186204,-0.7575462,-1.47603,1.114037,3.949877,25.84627,0.8805695,-2.364985,1.872704,3.043346,-1.604565,-2.950306,6.096183,0.8844262,-0.8973571,1.395058,0.3435324,0.4828806,19.74086,-1.272845,-0.2700254
150,8.476864,6.122048,-2.883657,-4.011089,8.109516,-0.6143254,-1.984998,1.320004,2.326453,24.46612,-1.296252,-2.746319,-2.515939,9.948156,-0.9454253,-0.8246015,5.566579,2.391922,0.4735169,4.409779,-0.4056309,2.530254,24.77322,-0.8243524,1.897458
151,9.413052,9.632741,-2.626823,-1.884832,8.159307,-1.435401,-1.565969,2.283814,4.129273,27.46885,0.3842683,-3.829332,-2.717201,11.89008,-2.076846,0.7641113,7.377694,0.7753634,-0.4952444,7.436972,-1.758358,-0.3566014,30.69193,-1.133721,0.8783437
152,10.79836,8.12525,-3.863544,-2.601377,6.895258,-0.5197024,0.1520564,1.364798,5.400847,29.01663,-0.1395102,-3.058357,-2.38633,10.95881,-1.641803,1.192297,6.322743,0.3529263,0.1095857,6.283766,-1.578046,2.237536,33.95763,-2.739105,1.100554
153,9.403833,8.737401,-1.986995,-2.382262,6.391465,0.9013051,-0.4587885,2.229052,3.915552,28.09345,-1.267244,-2.15474,-1.024763,11.81859,-0.8717829,-1.124089,4.156605,0.8606458,-0.9226351,5.141083,-0.4955438,0.6781441,36.74689,-2.419866,0.6644025
154,8.555506,8.800623,-3.846771,-1.635756,4.843665,1.870091,-1.174612,-0.07988396,3.478231,29.84265,1.684905,-2.75185,0.2129442,9.867449,-1.870636,-1.225392,5.026254,0.004552769,-1.906601,4.893077,-0.1826569,1.760523,38.05739,-3.516907,2.028584
155,10.24791,5.70194,-1.282492,-1.2979,4.751149,1.604392,-2.193346,3.368952,2.080936,29.11347,1.746971,-3.087006,-2.326098,6.838323,-2.757401,-2.041322,5.412953,-1.997446,-1.801835,5.118438,0.293128,-0.650049,39.91658,-2.992209,0.931665
156,9.847252,4.779533,-2.011478,-1.35282,5.721511,1.722075,-1.567349,1.060364,3.163265,29.72511,1.555076,-2.775678,-2.16495,6.373642,-1.663425,-1.690403,6.985352,0.7426327,-1.030847,4.51817,2.073856,1.893874,40.76603,-0.5849369,1.744233
157,7.401379,7.755207,-3.260477,-5.219461,9.984492,-0.8398162,-1.074101,3.481909,3.466466,30.89144,1.19569,-3.858557,-1.545223,5.939518,-2.522296,-1.943085,3.272394,-2.35208,-1.272039,5.19751,0.1286321,-1.3013,38.99923,-1.003202,-1.025069
158,8.448595,7.949336,-2.228161,-6.328425,13.33506,-0.602626,-1.990898,4.184307,4.008086,30.96114,4.849017,-2.9237,-1.90557,4.918307,-1.706301,-2.237549,6.03606,-1.769624,-1.305239,4.726552,1.258851,0.1782316,34.93557,-1.710996,-0.965369
159,8.270022,12.56591,-3.149048,-5.009501,14.63983,-0.5404456,0.8009746,0.7741138,3.693595,32.43995,2.50861,-0.8307548,-2.413207,5.788268,-1.469395,-2.114507,4.930179,-0.8132975,0.1864519,5.124955,0.0346198,-0.3150985,36.66082,-2.23783,-1.360532
160,7.596481,15.22101,-2.803144,-4.585306,12.67416,0.8175898,-0.7533131,1.044967,2.295553,31.5113,0.2762821,-3.694874,-0.3439528,4.888094,-0.5010108,-3.774579,4.562951,0.03113851,-1.93014,3.1346,-1.667933,0.2424292,35.33044,-3.62527,0.4427819
161,7.475812,15.62554,-3.455127,-3.065399,10.74515,0.02169351,0.5646798,1.205496,5.407837,32.08753,1.494531,-2.644125,-0.9556312,5.225588,-0.9701874,-1.600094,3.769674,3.036246,1.149079,4.442086,-0.4165148,4.164819,33.35388,-1.508495,1.222682
162,8.497099,17.7213,-2.46061,-2.052172,8.782225,1.267729,-0.5211551,2.071656,3.797094,31.51009,1.32761,-2.948133,0.5698017,4.615252,-3.374698,-4.514758,5.190299,2.424813,0.3201767,2.745496,2.078039,1.442072,31.14119,-1.746935,2.68769
163,5.402832,18.13941,-1.264621,-1.139459,10.28217,1.595011,-0.09844471,1.036736,3.669825,30.52673,0.5329832,-1.740563,-2.216704,4.443713,-0.5958643,-3.269092,5.157267,3.103775,1.355077,1.087655,-1.019944,3.021315,28.99071,-3.880217,3.076025
164,6.07209,18.61795,-1.908944,-2.314992,7.927585,2.520342,0.4817401,0.3878481,4.512959,30.60644,2.319339,-3.158064,-1.182709,4.388087,-1.186485,-1.830673,4.565013,3.55935,0.4227989,1.229511,-0.402749,0.9195375,27.442,-2.292948,1.772027
165,6.962358,16.04514,-2.058176,-0.2005209,7.725551,0.8543792,-1.003934,-2.764607,4.637528,29.66677,3.284456,-2.14377,-0.8055171,3.594769,-1.431672,-2.717589,4.75646,3.898653,0.631624,-1.005836,-0.1967313,1.794388,26.43747,-2.367385,2.41641
166,6.75829,15.29686,-0.4841848,-1.757963,9.037062,0.001855996,-0.4373814,0.5404484,3.986196,29.96509,3.673543,-2.47757,-1.124798,3.611706,0.6358749,-3.012573,3.890497,3.830323,0.9931766,1.473652,-0.5205099,1.812205,24.79063,-2.139748,2.906511
167,8.573694,11.44314,-0.5182977,-1.230573,7.561428,1.401715,-0.4481474,0.9360313,4.059858,28.08821,1.788902,-2.774183,0.3823377,1.525752,-1.07697,-2.881653,4.525583,2.691194,1.670152,2.168268,-1.011972,2.850449,21.9216,-3.547191,2.805665
168,8.212247,13.18707,-1.537787,-1.557204,6.958233,0.3645803,-2.553241,1.25957,3.608876,27.86558,3.032771,-3.068407,0.6145853,2.959163,0.7183527,-1.543218,3.267375,2.365233,0.5920925,0.25971,-0.4357823,1.225771,20.31073,-2.504469,2.078079
169,7.579697,11.79668,-1.201247,-0.8725908,8.859488,2.597132,-0.002977583,-0.9386693,3.644281,27.71665,0.633409,-0.9418461,0.7429388,3.385297,-0.07381687,-3.150224,3.889037,2.938312,1.712768,0.2497678,-0.2471566,2.642023,20.83178,-1.441175,2.389781
170,8.165848,10.88779,-0.4129785,-1.141542,8.464079,2.016884,-1.121951,-1.950644,4.827501,26.3303,1.159582,-0.802257,1.571263,2.044241,0.1798367,0.09372783,3.013904,5.732005,1.695973,-0.2112884,0.03887664,3.349863,20.5753,-2.980836,6.140508
171,9.042546,9.398632,-0.8134283,1.495401,4.56088,2.323397,-0.6089134,-2.157174,5.32378,24.96148,0.6643463,-1.438648,1.389087,4.236524,1.348131,-1.346175,3.545352,6.225428,2.962182,2.401952,0.7342174,1.593598,17.17118,-4.311886,5.949005
172,7.066536,8.42443,-1.730932,-0.9632238,6.361658,1.825842,0.8918536,-2.403013,4.207997,25.66431,4.66735,-2.161548,1.120999,2.039275,-0.6529312,-1.433666,4.62936,4.38992,1.202946,0.869871,1.115315,1.441638,15.88428,-3.175976,5.459642
173,8.125249,7.609075,-0.81253,-1.155958,5.830093,1.784005,0.1256189,1.773361,3.053734,27.11761,1.296713,-0.8545505,1.5044,1.694058,1.490369,-2.12878,3.971487,2.621326,0.05023661,0.7042124,0.6770324,1.359664,16.71446,-3.589498,2.606638
174,9.71266,6.778989,-0.720277,-1.993989,6.892368,-1.557245,-3.442886,2.213295,4.389045,25.7081,1.986045,-2.701992,-0.5355775,3.315367,-0.5312793,-3.824082,4.212012,0.4466939,-0.03203097,0.233875,-0.1124585,-0.9910706,14.62615,-4.168789,1.858068
175,9.186634,7.284633,0.7422776,-3.080455,6.694997,-0.2729583,-1.048186,2.127878,4.75893,25.14723,2.822058,0.6364288,-0.5765796,3.645185,-0.7169158,-1.986141,3.957714,2.483976,-0.3948876,1.257927,2.107031,1.632233,14.42721,-4.243018,3.05618
176,7.798517,4.555464,-0.07953926,-3.60013,5.729481,-0.02109213,-3.029497,1.765405,4.042754,24.25564,2.876413,-0.650502,-0.08136506,1.239971,-1.724045,-1.14577,4.973702,0.2511442,-0.07223932,0.02913975,1.65714,-0.5062584,12.52134,-5.842345,1.007761
177,6.90284,4.360855,1.005583,-1.057706,6.021676,1.483744,-1.192469,2.026172,5.155294,23.34113,3.392044,-1.799651,-0.4702131,0.08253051,-0.9993276,-0.7568147,3.912173,2.964776,-0.7262201,1.344982,2.29762,0.08923943,12.63009,-2.468665,2.71607
178,8.436781,4.77235,1.256486,-2.046818,5.77036,1.763887,-1.178987,0.6254426,3.701453,24.24195,0.1862986,0.5107469,-0.7366578,1.29781,-1.715342,-0.9516219,2.96185,2.605777,0.5807311,2.013255,0.6061486,1.835614,11.49388,-2.907249,0.5707212
179,8.591643,4.257932,0.5039322,-2.350428,3.621061,0.7634971,-2.036247,-0.1588798,3.39781,23.45787,1.84008,-2.935019,0.5336233,1.121642,-1.136862,-2.826875,2.509216,3.08845,2.108104,0.05937871,-1.284278,2.775167,12.38934,-3.400721,3.240735
180,8.664564,2.829434,1.84148,-3.382947,5.838111,0.3280375,-2.837986,-0.2760763,4.86529,24.97739,0.4264882,-0.228462,-3.232908,1.615549,-2.317406,-0.714888,2.994047,1.351643,0.1561224,1.768875,1.139773,0.05786602,10.62175,-2.719628,0.4290642
181,7.662737,3.323961,1.491001,-2.165676,4.370261,0.7595488,-1.622466,0.9956596,2.997421,23.37517,1.676178,-2.43248,-1.84577,0.8878101,-0.9710835,-3.438852,3.332659,2.112105,0.9472781,3.233403,-1.318002,0.02281976,9.606196,-4.192104,1.437806
182,8.413514,1.693835,4.477402,-1.385922,4.049376,1.30369,-1.990979,1.887902,4.369145,24.21331,7.221986,-3.113128,-1.633757,-0.6893595,-1.286621,-1.34975,1.730865,3.540468,0.4424982,1.4104,0.1005884,2.409715,11.01495,-2.326102,2.453114
183,9.11351,1.58863,4.222994,-2.040331,2.832221,1.526455,-3.113608,2.808757,4.886207,23.71145,6.443005,-1.371256,-2.244963,0.4813847,-2.387574,-1.997383,2.978184,1.211239,0.02877107,2.637481,0.9104694,0.8613196,12.19469,-2.515996,0.5403714
184,7.621296,2.375237,3.034296,-3.721535,4.843385,1.723207,-2.40915,3.98584,5.332665,24.8329,4.272695,-0.9307971,-2.175782,1.745183,-1.186819,-3.262358,4.097694,1.553998,0.1384411,2.077838,0.4780477,1.240497,17.88389,-2.571326,1.830482
185,7.796712,2.21596,4.536353,-0.7375698,4.564817,3.761842,-1.550813,3.112993,6.179041,24.91166,5.270988,-0.8649893,-2.067807,2.683263,0.06990469,-2.977027,4.50778,-0.7512901,0.6410973,1.582376,-0.4527417,4.331279,21.88424,-1.066201,1.888241
